pair,individuals,domain,basin,nA,nB,eligible,exclusion_reason
EP042006__EP191982,"['EP042006', 'EP191982']",hurricane,pacific,33,27,True,
EP042011__EP112001,"['EP042011', 'EP112001']",hurricane,pacific,33,48,True,
EP042011__EP151971,"['EP042011', 'EP151971']",hurricane,pacific,33,45,True,
EP042012__EP111992,"['EP042012', 'EP111992']",hurricane,pacific,41,50,True,
EP042013__EP031974,"['EP042013', 'EP031974']",hurricane,pacific,40,61,True,
EP042014__EP032004,"['EP042014', 'EP032004']",hurricane,pacific,42,28,True,
EP042014__EP062006,"['EP042014', 'EP062006']",hurricane,pacific,42,41,True,
EP042014__EP091995,"['EP042014', 'EP091995']",hurricane,pacific,42,29,True,
EP042014__EP151985,"['EP042014', 'EP151985']",hurricane,pacific,42,38,True,
EP042014__EP152015,"['EP042014', 'EP152015']",hurricane,pacific,42,40,True,
EP051951__EP011973,"['EP051951', 'EP011973']",hurricane,pacific,29,43,True,
EP051951__EP031998,"['EP051951', 'EP031998']",hurricane,pacific,29,36,True,
EP051951__EP041965,"['EP051951', 'EP041965']",hurricane,pacific,29,31,True,
EP051951__EP041992,"['EP051951', 'EP041992']",hurricane,pacific,29,50,True,
EP051951__EP091971,"['EP051951', 'EP091971']",hurricane,pacific,29,35,True,
EP051951__EP091975,"['EP051951', 'EP091975']",hurricane,pacific,29,35,True,
EP051951__EP091998,"['EP051951', 'EP091998']",hurricane,pacific,29,40,True,
EP051951__EP092011,"['EP051951', 'EP092011']",hurricane,pacific,29,50,True,
EP051951__EP151991,"['EP051951', 'EP151991']",hurricane,pacific,29,45,True,
EP051951__EP161970,"['EP051951', 'EP161970']",hurricane,pacific,29,31,True,
EP051951__EP181982,"['EP051951', 'EP181982']",hurricane,pacific,29,40,True,
EP051952__EP032004,"['EP051952', 'EP032004']",hurricane,pacific,29,28,True,
EP051952__EP042014,"['EP051952', 'EP042014']",hurricane,pacific,29,42,True,
EP051952__EP092002,"['EP051952', 'EP092002']",hurricane,pacific,29,26,True,
EP051966__EP032009,"['EP051966', 'EP032009']",hurricane,pacific,25,25,True,
EP051966__EP051952,"['EP051966', 'EP051952']",hurricane,pacific,25,29,True,
EP051966__EP092002,"['EP051966', 'EP092002']",hurricane,pacific,25,26,True,
EP051966__EP162009,"['EP051966', 'EP162009']",hurricane,pacific,25,30,True,
EP051966__EP171990,"['EP051966', 'EP171990']",hurricane,pacific,25,39,True,
EP051966__EP211992,"['EP051966', 'EP211992']",hurricane,pacific,25,40,True,
EP051968__EP041978,"['EP051968', 'EP041978']",hurricane,pacific,33,29,True,
EP051968__EP052011,"['EP051968', 'EP052011']",hurricane,pacific,33,44,True,
EP051968__EP161974,"['EP051968', 'EP161974']",hurricane,pacific,33,43,True,
EP051972__EP061992,"['EP051972', 'EP061992']",hurricane,pacific,31,34,True,
EP051972__EP101968,"['EP051972', 'EP101968']",hurricane,pacific,31,29,True,
EP051972__EP171990,"['EP051972', 'EP171990']",hurricane,pacific,31,39,True,
EP051973__EP041975,"['EP051973', 'EP041975']",hurricane,pacific,27,41,True,
EP051973__EP042002,"['EP051973', 'EP042002']",hurricane,pacific,27,30,True,
EP051973__EP081995,"['EP051973', 'EP081995']",hurricane,pacific,27,28,True,
EP051973__EP091971,"['EP051973', 'EP091971']",hurricane,pacific,27,35,True,
EP051973__EP092011,"['EP051973', 'EP092011']",hurricane,pacific,27,50,True,
EP051973__EP101990,"['EP051973', 'EP101990']",hurricane,pacific,27,38,True,
EP051973__EP131987,"['EP051973', 'EP131987']",hurricane,pacific,27,29,True,
EP051973__EP151991,"['EP051973', 'EP151991']",hurricane,pacific,27,45,True,
EP051973__EP152001,"['EP051973', 'EP152001']",hurricane,pacific,27,31,True,
EP051973__EP231990,"['EP051973', 'EP231990']",hurricane,pacific,27,67,True,
EP051979__EP011980,"['EP051979', 'EP011980']",hurricane,pacific,29,28,True,
EP051979__EP091965,"['EP051979', 'EP091965']",hurricane,pacific,29,37,True,
EP051979__EP141990,"['EP051979', 'EP141990']",hurricane,pacific,29,35,True,
EP051979__EP171990,"['EP051979', 'EP171990']",hurricane,pacific,29,39,True,
EP051984__EP241990,"['EP051984', 'EP241990']",hurricane,pacific,44,41,True,
EP051986__EP092014,"['EP051986', 'EP092014']",hurricane,pacific,40,45,True,
EP051988__EP012007,"['EP051988', 'EP012007']",hurricane,pacific,25,43,True,
EP051988__EP031990,"['EP051988', 'EP031990']",hurricane,pacific,25,32,True,
EP051988__EP032010,"['EP051988', 'EP032010']",hurricane,pacific,25,32,True,
EP051988__EP102008,"['EP051988', 'EP102008']",hurricane,pacific,25,41,True,
EP051990__EP021969,"['EP051990', 'EP021969']",hurricane,pacific,26,33,True,
EP051990__EP031994,"['EP051990', 'EP031994']",hurricane,pacific,26,29,True,
EP051990__EP041983,"['EP051990', 'EP041983']",hurricane,pacific,26,26,True,
EP051990__EP061982,"['EP051990', 'EP061982']",hurricane,pacific,26,32,True,
EP051990__EP071971,"['EP051990', 'EP071971']",hurricane,pacific,26,29,True,
EP051990__EP071978,"['EP051990', 'EP071978']",hurricane,pacific,26,29,True,
EP051990__EP081967,"['EP051990', 'EP081967']",hurricane,pacific,26,25,True,
EP051990__EP081978,"['EP051990', 'EP081978']",hurricane,pacific,26,32,True,
EP051990__EP091972,"['EP051990', 'EP091972']",hurricane,pacific,26,33,True,
EP051990__EP091995,"['EP051990', 'EP091995']",hurricane,pacific,26,29,True,
EP051990__EP101980,"['EP051990', 'EP101980']",hurricane,pacific,26,26,True,
EP051990__EP101985,"['EP051990', 'EP101985']",hurricane,pacific,26,37,True,
EP051990__EP111975,"['EP051990', 'EP111975']",hurricane,pacific,26,37,True,
EP051990__EP112004,"['EP051990', 'EP112004']",hurricane,pacific,26,44,True,
EP051990__EP121968,"['EP051990', 'EP121968']",hurricane,pacific,26,37,True,
EP051990__EP131986,"['EP051990', 'EP131986']",hurricane,pacific,26,28,True,
EP051990__EP141997,"['EP051990', 'EP141997']",hurricane,pacific,26,34,True,
EP051990__EP151989,"['EP051990', 'EP151989']",hurricane,pacific,26,40,True,
EP051992__EP051960,"['EP051992', 'EP051960']",hurricane,pacific,31,47,True,
EP051992__EP052015,"['EP051992', 'EP052015']",hurricane,pacific,31,45,True,
EP051992__EP062002,"['EP051992', 'EP062002']",hurricane,pacific,31,35,True,
EP051992__EP081990,"['EP051992', 'EP081990']",hurricane,pacific,31,35,True,
EP051992__EP091984,"['EP051992', 'EP091984']",hurricane,pacific,31,36,True,
EP051992__EP191985,"['EP051992', 'EP191985']",hurricane,pacific,31,37,True,
EP051995__EP031990,"['EP051995', 'EP031990']",hurricane,pacific,36,32,True,
EP051995__EP061992,"['EP051995', 'EP061992']",hurricane,pacific,36,34,True,
EP051995__EP081998,"['EP051995', 'EP081998']",hurricane,pacific,36,26,True,
EP051995__EP092000,"['EP051995', 'EP092000']",hurricane,pacific,36,25,True,
EP051995__EP092002,"['EP051995', 'EP092002']",hurricane,pacific,36,26,True,
EP051995__EP101983,"['EP051995', 'EP101983']",hurricane,pacific,36,31,True,
EP051995__EP141991,"['EP051995', 'EP141991']",hurricane,pacific,36,42,True,
EP051995__EP141997,"['EP051995', 'EP141997']",hurricane,pacific,36,34,True,
EP051995__EP152007,"['EP051995', 'EP152007']",hurricane,pacific,36,50,True,
EP051995__EP171994,"['EP051995', 'EP171994']",hurricane,pacific,36,31,True,
EP051995__EP211992,"['EP051995', 'EP211992']",hurricane,pacific,36,40,True,
EP051995__EP212015,"['EP051995', 'EP212015']",hurricane,pacific,36,33,True,
EP051998__EP102005,"['EP051998', 'EP102005']",hurricane,pacific,37,53,True,
EP051998__EP111978,"['EP051998', 'EP111978']",hurricane,pacific,37,38,True,
EP052001__EP021983,"['EP052001', 'EP021983']",hurricane,pacific,31,38,True,
EP052001__EP032000,"['EP052001', 'EP032000']",hurricane,pacific,31,27,True,
EP052001__EP032005,"['EP052001', 'EP032005']",hurricane,pacific,31,30,True,
EP052001__EP041975,"['EP052001', 'EP041975']",hurricane,pacific,31,41,True,
EP052001__EP051973,"['EP052001', 'EP051973']",hurricane,pacific,31,27,True,
EP052001__EP081987,"['EP052001', 'EP081987']",hurricane,pacific,31,35,True,
EP052001__EP101990,"['EP052001', 'EP101990']",hurricane,pacific,31,38,True,
EP052001__EP111993,"['EP052001', 'EP111993']",hurricane,pacific,31,32,True,
EP052001__EP141971,"['EP052001', 'EP141971']",hurricane,pacific,31,27,True,
EP052002__EP031971,"['EP052002', 'EP031971']",hurricane,pacific,27,27,True,
EP052002__EP031978,"['EP052002', 'EP031978']",hurricane,pacific,27,35,True,
EP052002__EP032013,"['EP052002', 'EP032013']",hurricane,pacific,27,30,True,
EP052002__EP041966,"['EP052002', 'EP041966']",hurricane,pacific,27,38,True,
EP052002__EP061968,"['EP052002', 'EP061968']",hurricane,pacific,27,41,True,
EP052002__EP061981,"['EP052002', 'EP061981']",hurricane,pacific,27,27,True,
EP052002__EP081993,"['EP052002', 'EP081993']",hurricane,pacific,27,56,True,
EP052002__EP121993,"['EP052002', 'EP121993']",hurricane,pacific,27,50,True,
EP052006__EP041984,"['EP052006', 'EP041984']",hurricane,pacific,48,48,True,
EP052006__EP071991,"['EP052006', 'EP071991']",hurricane,pacific,48,40,True,
EP052006__EP081997,"['EP052006', 'EP081997']",hurricane,pacific,48,33,True,
EP052006__EP092008,"['EP052006', 'EP092008']",hurricane,pacific,48,41,True,
EP052009__EP051972,"['EP052009', 'EP051972']",hurricane,pacific,25,31,True,
EP052011__EP121970,"['EP052011', 'EP121970']",hurricane,pacific,44,47,True,
EP052011__EP121989,"['EP052011', 'EP121989']",hurricane,pacific,44,45,True,
EP052011__EP181985,"['EP052011', 'EP181985']",hurricane,pacific,44,46,True,
EP052012__EP041971,"['EP052012', 'EP041971']",hurricane,pacific,44,47,True,
EP052012__EP081992,"['EP052012', 'EP081992']",hurricane,pacific,44,48,True,
EP061968__EP061981,"['EP061968', 'EP061981']",hurricane,pacific,41,27,True,
EP061968__EP171985,"['EP061968', 'EP171985']",hurricane,pacific,41,45,True,
EP061970__EP031990,"['EP061970', 'EP031990']",hurricane,pacific,29,32,True,
EP061970__EP061995,"['EP061970', 'EP061995']",hurricane,pacific,29,26,True,
EP061970__EP072012,"['EP061970', 'EP072012']",hurricane,pacific,29,33,True,
EP061970__EP101996,"['EP061970', 'EP101996']",hurricane,pacific,29,46,True,
EP061970__EP122003,"['EP061970', 'EP122003']",hurricane,pacific,29,38,True,
EP061970__EP142005,"['EP061970', 'EP142005']",hurricane,pacific,29,33,True,
EP061972__EP071976,"['EP061972', 'EP071976']",hurricane,pacific,49,54,True,
EP061972__EP111980,"['EP061972', 'EP111980']",hurricane,pacific,49,55,True,
EP061972__EP132015,"['EP061972', 'EP132015']",hurricane,pacific,49,63,True,
EP061981__EP041966,"['EP061981', 'EP041966']",hurricane,pacific,27,38,True,
EP061981__EP081976,"['EP061981', 'EP081976']",hurricane,pacific,27,31,True,
EP061982__EP092012,"['EP061982', 'EP092012']",hurricane,pacific,32,47,True,
EP061982__EP112004,"['EP061982', 'EP112004']",hurricane,pacific,32,44,True,
EP061982__EP131986,"['EP061982', 'EP131986']",hurricane,pacific,32,28,True,
EP061982__EP212015,"['EP061982', 'EP212015']",hurricane,pacific,32,33,True,
EP061984__EP031949,"['EP061984', 'EP031949']",hurricane,pacific,27,25,True,
EP061984__EP032014,"['EP061984', 'EP032014']",hurricane,pacific,27,41,True,
EP061984__EP072007,"['EP061984', 'EP072007']",hurricane,pacific,27,34,True,
EP061984__EP081996,"['EP061984', 'EP081996']",hurricane,pacific,27,29,True,
EP061984__EP082012,"['EP061984', 'EP082012']",hurricane,pacific,27,35,True,
EP061984__EP111995,"['EP061984', 'EP111995']",hurricane,pacific,27,41,True,
EP061984__EP112012,"['EP061984', 'EP112012']",hurricane,pacific,27,33,True,
EP061984__EP142014,"['EP061984', 'EP142014']",hurricane,pacific,27,35,True,
EP061984__EP182014,"['EP061984', 'EP182014']",hurricane,pacific,27,36,True,
EP061986__EP131991,"['EP061986', 'EP131991']",hurricane,pacific,38,70,False,previously tested unordered pair
EP061987__EP091985,"['EP061987', 'EP091985']",hurricane,pacific,30,25,True,
EP061987__EP102015,"['EP061987', 'EP102015']",hurricane,pacific,30,36,True,
EP061988__EP111982,"['EP061988', 'EP111982']",hurricane,pacific,49,34,True,
EP061989__EP071976,"['EP061989', 'EP071976']",hurricane,pacific,42,54,True,
EP061992__EP101968,"['EP061992', 'EP101968']",hurricane,pacific,34,29,True,
EP061992__EP171990,"['EP061992', 'EP171990']",hurricane,pacific,34,39,True,
EP061993__EP061989,"['EP061993', 'EP061989']",hurricane,pacific,38,42,True,
EP061995__EP112003,"['EP061995', 'EP112003']",hurricane,pacific,26,28,True,
EP061995__EP142005,"['EP061995', 'EP142005']",hurricane,pacific,26,33,True,
EP061997__EP081971,"['EP061997', 'EP081971']",hurricane,pacific,30,49,True,
EP061997__EP092006,"['EP061997', 'EP092006']",hurricane,pacific,30,35,True,
EP061997__EP111978,"['EP061997', 'EP111978']",hurricane,pacific,30,38,True,
EP061997__EP171985,"['EP061997', 'EP171985']",hurricane,pacific,30,45,True,
EP062003__EP031995,"['EP062003', 'EP031995']",hurricane,pacific,28,42,True,
EP062003__EP041976,"['EP062003', 'EP041976']",hurricane,pacific,28,30,True,
EP062003__EP261992,"['EP062003', 'EP261992']",hurricane,pacific,28,28,True,
EP062005__EP122004,"['EP062005', 'EP122004']",hurricane,pacific,33,52,True,
EP062005__EP141990,"['EP062005', 'EP141990']",hurricane,pacific,33,35,True,
EP062006__EP142000,"['EP062006', 'EP142000']",hurricane,pacific,41,37,True,
EP062006__EP152015,"['EP062006', 'EP152015']",hurricane,pacific,41,40,True,
EP062008__EP052011,"['EP062008', 'EP052011']",hurricane,pacific,41,44,True,
EP062008__EP081988,"['EP062008', 'EP081988']",hurricane,pacific,41,41,True,
EP062008__EP121970,"['EP062008', 'EP121970']",hurricane,pacific,41,47,True,
EP062011__EP091974,"['EP062011', 'EP091974']",hurricane,pacific,29,42,True,
EP062011__EP182015,"['EP062011', 'EP182015']",hurricane,pacific,29,27,True,
EP062012__EP022015,"['EP062012', 'EP022015']",hurricane,pacific,40,38,True,
EP062012__EP132009,"['EP062012', 'EP132009']",hurricane,pacific,40,39,True,
EP071954__EP211992,"['EP071954', 'EP211992']",hurricane,pacific,25,40,True,
EP071965__EP132003,"['EP071965', 'EP132003']",hurricane,pacific,31,31,True,
EP071971__EP091995,"['EP071971', 'EP091995']",hurricane,pacific,29,29,True,
EP071971__EP112004,"['EP071971', 'EP112004']",hurricane,pacific,29,44,True,
EP071971__EP131986,"['EP071971', 'EP131986']",hurricane,pacific,29,28,True,
EP071971__EP151985,"['EP071971', 'EP151985']",hurricane,pacific,29,38,True,
EP071971__EP211992,"['EP071971', 'EP211992']",hurricane,pacific,29,40,True,
EP071972__EP041963,"['EP071972', 'EP041963']",hurricane,pacific,37,39,True,
EP071972__EP052015,"['EP071972', 'EP052015']",hurricane,pacific,37,45,True,
EP071972__EP062012,"['EP071972', 'EP062012']",hurricane,pacific,37,40,True,
EP071972__EP101990,"['EP071972', 'EP101990']",hurricane,pacific,37,38,True,
EP071972__EP181989,"['EP071972', 'EP181989']",hurricane,pacific,37,33,True,
EP071973__EP031984,"['EP071973', 'EP031984']",hurricane,pacific,25,36,True,
EP071973__EP032005,"['EP071973', 'EP032005']",hurricane,pacific,25,30,True,
EP071973__EP041965,"['EP071973', 'EP041965']",hurricane,pacific,25,31,True,
EP071973__EP041983,"['EP071973', 'EP041983']",hurricane,pacific,25,26,True,
EP071973__EP042002,"['EP071973', 'EP042002']",hurricane,pacific,25,30,True,
EP071973__EP051973,"['EP071973', 'EP051973']",hurricane,pacific,25,27,True,
EP071973__EP071978,"['EP071973', 'EP071978']",hurricane,pacific,25,29,True,
EP071973__EP072007,"['EP071973', 'EP072007']",hurricane,pacific,25,34,True,
EP071973__EP091971,"['EP071973', 'EP091971']",hurricane,pacific,25,35,True,
EP071973__EP102002,"['EP071973', 'EP102002']",hurricane,pacific,25,31,True,
EP071973__EP111975,"['EP071973', 'EP111975']",hurricane,pacific,25,37,True,
EP071973__EP112004,"['EP071973', 'EP112004']",hurricane,pacific,25,44,True,
EP071973__EP121968,"['EP071973', 'EP121968']",hurricane,pacific,25,37,True,
EP071973__EP131987,"['EP071973', 'EP131987']",hurricane,pacific,25,29,True,
EP071973__EP141997,"['EP071973', 'EP141997']",hurricane,pacific,25,34,True,
EP071973__EP151967,"['EP071973', 'EP151967']",hurricane,pacific,25,27,True,
EP071973__EP152001,"['EP071973', 'EP152001']",hurricane,pacific,25,31,True,
EP071973__EP171987,"['EP071973', 'EP171987']",hurricane,pacific,25,27,True,
EP071973__EP231990,"['EP071973', 'EP231990']",hurricane,pacific,25,67,True,
EP071978__EP061982,"['EP071978', 'EP061982']",hurricane,pacific,29,32,True,
EP071978__EP071990,"['EP071978', 'EP071990']",hurricane,pacific,29,28,True,
EP071978__EP072008,"['EP071978', 'EP072008']",hurricane,pacific,29,33,True,
EP071978__EP082005,"['EP071978', 'EP082005']",hurricane,pacific,29,34,True,
EP071978__EP091971,"['EP071978', 'EP091971']",hurricane,pacific,29,35,True,
EP071978__EP091972,"['EP071978', 'EP091972']",hurricane,pacific,29,33,True,
EP071978__EP091976,"['EP071978', 'EP091976']",hurricane,pacific,29,37,True,
EP071978__EP092011,"['EP071978', 'EP092011']",hurricane,pacific,29,50,True,
EP071978__EP102002,"['EP071978', 'EP102002']",hurricane,pacific,29,31,True,
EP071978__EP111975,"['EP071978', 'EP111975']",hurricane,pacific,29,37,True,
EP071978__EP112004,"['EP071978', 'EP112004']",hurricane,pacific,29,44,True,
EP071978__EP121968,"['EP071978', 'EP121968']",hurricane,pacific,29,37,True,
EP071978__EP121991,"['EP071978', 'EP121991']",hurricane,pacific,29,46,True,
EP071978__EP131986,"['EP071978', 'EP131986']",hurricane,pacific,29,28,True,
EP071978__EP131987,"['EP071978', 'EP131987']",hurricane,pacific,29,29,True,
EP071978__EP151967,"['EP071978', 'EP151967']",hurricane,pacific,29,27,True,
EP071978__EP151991,"['EP071978', 'EP151991']",hurricane,pacific,29,45,True,
EP071978__EP191982,"['EP071978', 'EP191982']",hurricane,pacific,29,27,True,
EP071978__EP231990,"['EP071978', 'EP231990']",hurricane,pacific,29,67,True,
EP071981__EP201992,"['EP071981', 'EP201992']",hurricane,pacific,38,69,True,
EP071982__EP061988,"['EP071982', 'EP061988']",hurricane,pacific,28,49,True,
EP071984__EP011958,"['EP071984', 'EP011958']",hurricane,pacific,30,41,True,
EP071984__EP132009,"['EP071984', 'EP132009']",hurricane,pacific,30,39,True,
EP071984__EP212014,"['EP071984', 'EP212014']",hurricane,pacific,30,27,True,
EP071987__EP031984,"['EP071987', 'EP031984']",hurricane,pacific,28,36,True,
EP071987__EP032005,"['EP071987', 'EP032005']",hurricane,pacific,28,30,True,
EP071987__EP041983,"['EP071987', 'EP041983']",hurricane,pacific,28,26,True,
EP071987__EP042002,"['EP071987', 'EP042002']",hurricane,pacific,28,30,True,
EP071987__EP051973,"['EP071987', 'EP051973']",hurricane,pacific,28,27,True,
EP071987__EP071973,"['EP071987', 'EP071973']",hurricane,pacific,28,25,True,
EP071987__EP071978,"['EP071987', 'EP071978']",hurricane,pacific,28,29,True,
EP071987__EP071990,"['EP071987', 'EP071990']",hurricane,pacific,28,28,True,
EP071987__EP072007,"['EP071987', 'EP072007']",hurricane,pacific,28,34,True,
EP071987__EP081995,"['EP071987', 'EP081995']",hurricane,pacific,28,28,True,
EP071987__EP091971,"['EP071987', 'EP091971']",hurricane,pacific,28,35,True,
EP071987__EP101980,"['EP071987', 'EP101980']",hurricane,pacific,28,26,True,
EP071987__EP102002,"['EP071987', 'EP102002']",hurricane,pacific,28,31,True,
EP071987__EP112004,"['EP071987', 'EP112004']",hurricane,pacific,28,44,True,
EP071987__EP121968,"['EP071987', 'EP121968']",hurricane,pacific,28,37,True,
EP071987__EP131987,"['EP071987', 'EP131987']",hurricane,pacific,28,29,True,
EP071987__EP141997,"['EP071987', 'EP141997']",hurricane,pacific,28,34,True,
EP071987__EP151967,"['EP071987', 'EP151967']",hurricane,pacific,28,27,True,
EP071987__EP152001,"['EP071987', 'EP152001']",hurricane,pacific,28,31,True,
EP071987__EP171987,"['EP071987', 'EP171987']",hurricane,pacific,28,27,True,
EP071987__EP231990,"['EP071987', 'EP231990']",hurricane,pacific,28,67,True,
EP071990__EP021981,"['EP071990', 'EP021981']",hurricane,pacific,28,25,True,
EP071990__EP032004,"['EP071990', 'EP032004']",hurricane,pacific,28,28,True,
EP071990__EP042014,"['EP071990', 'EP042014']",hurricane,pacific,28,42,True,
EP071990__EP072007,"['EP071990', 'EP072007']",hurricane,pacific,28,34,True,
EP071990__EP081980,"['EP071990', 'EP081980']",hurricane,pacific,28,30,True,
EP071990__EP091971,"['EP071990', 'EP091971']",hurricane,pacific,28,35,True,
EP071990__EP091995,"['EP071990', 'EP091995']",hurricane,pacific,28,29,True,
EP071990__EP092000,"['EP071990', 'EP092000']",hurricane,pacific,28,25,True,
EP071990__EP121968,"['EP071990', 'EP121968']",hurricane,pacific,28,37,True,
EP071990__EP131987,"['EP071990', 'EP131987']",hurricane,pacific,28,29,True,
EP071990__EP151985,"['EP071990', 'EP151985']",hurricane,pacific,28,38,True,
EP071990__EP152015,"['EP071990', 'EP152015']",hurricane,pacific,28,40,True,
EP071992__EP061968,"['EP071992', 'EP061968']",hurricane,pacific,42,41,True,
EP071992__EP061997,"['EP071992', 'EP061997']",hurricane,pacific,42,30,True,
EP071992__EP161985,"['EP071992', 'EP161985']",hurricane,pacific,42,53,True,
EP071992__EP171985,"['EP071992', 'EP171985']",hurricane,pacific,42,45,True,
EP071994__EP062007,"['EP071994', 'EP062007']",hurricane,pacific,40,42,True,
EP071995__EP031949,"['EP071995', 'EP031949']",hurricane,pacific,27,25,True,
EP071995__EP031984,"['EP071995', 'EP031984']",hurricane,pacific,27,36,True,
EP071995__EP032014,"['EP071995', 'EP032014']",hurricane,pacific,27,41,True,
EP071995__EP061984,"['EP071995', 'EP061984']",hurricane,pacific,27,27,True,
EP071995__EP072007,"['EP071995', 'EP072007']",hurricane,pacific,27,34,True,
EP071995__EP082012,"['EP071995', 'EP082012']",hurricane,pacific,27,35,True,
EP071995__EP092013,"['EP071995', 'EP092013']",hurricane,pacific,27,31,True,
EP071995__EP111995,"['EP071995', 'EP111995']",hurricane,pacific,27,41,True,
EP071995__EP112012,"['EP071995', 'EP112012']",hurricane,pacific,27,33,True,
EP071995__EP142014,"['EP071995', 'EP142014']",hurricane,pacific,27,35,True,
EP071995__EP182014,"['EP071995', 'EP182014']",hurricane,pacific,27,36,True,
EP071996__EP041992,"['EP071996', 'EP041992']",hurricane,pacific,33,50,True,
EP072001__EP031949,"['EP072001', 'EP031949']",hurricane,pacific,28,25,True,
EP072001__EP082012,"['EP072001', 'EP082012']",hurricane,pacific,28,35,True,
EP072001__EP112003,"['EP072001', 'EP112003']",hurricane,pacific,28,28,True,
EP072001__EP142014,"['EP072001', 'EP142014']",hurricane,pacific,28,35,True,
EP072004__EP182015,"['EP072004', 'EP182015']",hurricane,pacific,27,27,True,
EP072007__EP031984,"['EP072007', 'EP031984']",hurricane,pacific,34,36,True,
EP072007__EP042002,"['EP072007', 'EP042002']",hurricane,pacific,34,30,True,
EP072007__EP072012,"['EP072007', 'EP072012']",hurricane,pacific,34,33,True,
EP072007__EP101983,"['EP072007', 'EP101983']",hurricane,pacific,34,31,True,
EP072007__EP152015,"['EP072007', 'EP152015']",hurricane,pacific,34,40,True,
EP072007__EP171994,"['EP072007', 'EP171994']",hurricane,pacific,34,31,True,
EP072008__EP051973,"['EP072008', 'EP051973']",hurricane,pacific,33,27,True,
EP072008__EP091971,"['EP072008', 'EP091971']",hurricane,pacific,33,35,True,
EP072008__EP091976,"['EP072008', 'EP091976']",hurricane,pacific,33,37,True,
EP072008__EP092011,"['EP072008', 'EP092011']",hurricane,pacific,33,50,True,
EP072008__EP101990,"['EP072008', 'EP101990']",hurricane,pacific,33,38,True,
EP072008__EP151991,"['EP072008', 'EP151991']",hurricane,pacific,33,45,True,
EP072010__EP011976,"['EP072010', 'EP011976']",hurricane,pacific,26,44,True,
EP072010__EP092010,"['EP072010', 'EP092010']",hurricane,pacific,26,30,True,
EP072010__EP111988,"['EP072010', 'EP111988']",hurricane,pacific,26,34,True,
EP072011__EP011985,"['EP072011', 'EP011985']",hurricane,pacific,26,27,True,
EP072011__EP031968,"['EP072011', 'EP031968']",hurricane,pacific,26,27,True,
EP072011__EP031984,"['EP072011', 'EP031984']",hurricane,pacific,26,36,True,
EP072011__EP041965,"['EP072011', 'EP041965']",hurricane,pacific,26,31,True,
EP072011__EP041983,"['EP072011', 'EP041983']",hurricane,pacific,26,26,True,
EP072011__EP042002,"['EP072011', 'EP042002']",hurricane,pacific,26,30,True,
EP072011__EP051973,"['EP072011', 'EP051973']",hurricane,pacific,26,27,True,
EP072011__EP051990,"['EP072011', 'EP051990']",hurricane,pacific,26,26,True,
EP072011__EP071973,"['EP072011', 'EP071973']",hurricane,pacific,26,25,True,
EP072011__EP071978,"['EP072011', 'EP071978']",hurricane,pacific,26,29,True,
EP072011__EP071987,"['EP072011', 'EP071987']",hurricane,pacific,26,28,True,
EP072011__EP091971,"['EP072011', 'EP091971']",hurricane,pacific,26,35,True,
EP072011__EP091972,"['EP072011', 'EP091972']",hurricane,pacific,26,33,True,
EP072011__EP091975,"['EP072011', 'EP091975']",hurricane,pacific,26,35,True,
EP072011__EP091988,"['EP072011', 'EP091988']",hurricane,pacific,26,36,True,
EP072011__EP092011,"['EP072011', 'EP092011']",hurricane,pacific,26,50,True,
EP072011__EP101975,"['EP072011', 'EP101975']",hurricane,pacific,26,31,True,
EP072011__EP111975,"['EP072011', 'EP111975']",hurricane,pacific,26,37,True,
EP072011__EP121968,"['EP072011', 'EP121968']",hurricane,pacific,26,37,True,
EP072011__EP131987,"['EP072011', 'EP131987']",hurricane,pacific,26,29,True,
EP072011__EP151967,"['EP072011', 'EP151967']",hurricane,pacific,26,27,True,
EP072011__EP151991,"['EP072011', 'EP151991']",hurricane,pacific,26,45,True,
EP072011__EP161970,"['EP072011', 'EP161970']",hurricane,pacific,26,31,True,
EP072011__EP231990,"['EP072011', 'EP231990']",hurricane,pacific,26,67,True,
EP072012__EP012015,"['EP072012', 'EP012015']",hurricane,pacific,33,40,True,
EP072012__EP152007,"['EP072012', 'EP152007']",hurricane,pacific,33,50,True,
EP072012__EP171994,"['EP072012', 'EP171994']",hurricane,pacific,33,31,True,
EP072013__EP022008,"['EP072013', 'EP022008']",hurricane,pacific,32,37,True,
EP072013__EP061991,"['EP072013', 'EP061991']",hurricane,pacific,32,25,True,
EP072013__EP062005,"['EP072013', 'EP062005']",hurricane,pacific,32,33,True,
EP072013__EP122004,"['EP072013', 'EP122004']",hurricane,pacific,32,52,True,
EP072013__EP261992,"['EP072013', 'EP261992']",hurricane,pacific,32,28,True,
EP081954__EP031984,"['EP081954', 'EP031984']",hurricane,pacific,27,36,True,
EP081954__EP032010,"['EP081954', 'EP032010']",hurricane,pacific,27,32,True,
EP081954__EP071954,"['EP081954', 'EP071954']",hurricane,pacific,27,25,True,
EP081954__EP092000,"['EP081954', 'EP092000']",hurricane,pacific,27,25,True,
EP081958__EP031965,"['EP081958', 'EP031965']",hurricane,pacific,27,25,True,
EP081958__EP041954,"['EP081958', 'EP041954']",hurricane,pacific,27,31,True,
EP081958__EP071954,"['EP081958', 'EP071954']",hurricane,pacific,27,25,True,
EP081958__EP131967,"['EP081958', 'EP131967']",hurricane,pacific,27,33,True,
