curve_A,curve_B,name_A,year_A,name_B,year_B,basin,n_A,n_B,len_A_km,len_B_km,c_cube_A,c_cube_B,c_ball_A,c_ball_B,c_cube_pair,c_ball_pair,frechet_km,discrete_frechet_km,frechet_over_len
EP031991,EP091998,CARLOS,1991,HOWARD,1998,pacific,45,40,4480.9,4244.9,2.2153,2.7162,2.0679,2.1645,2.7162,2.1645,510.13,506.97,0.1202
EP171983,EP132015,RAYMOND,1983,JIMENA,2015,pacific,51,63,6234.4,6222.8,2.905,3.0906,2.2005,2.2811,3.0906,2.2811,510.29,505.33,0.082
EP161971,EP011983,PRISCILLA,1971,ADOLPH,1983,pacific,27,31,2593.4,2890.9,2.7408,2.7723,2.4027,2.192,2.7723,2.4027,510.62,512.61,0.1969
EP021999,EP031994,BEATRIZ,1999,CARLOTTA,1994,pacific,32,29,3468.8,3133.7,2.5217,2.601,2.0478,2.0157,2.601,2.0478,510.63,511.47,0.1629
EP081972,EP041963,HYACINTH,1972,JEN-KATH,1963,pacific,41,39,5342.3,4724.2,2.7673,3.3479,2.5907,2.7539,3.3479,2.7539,510.96,511.19,0.1082
EP031994,EP191990,CARLOTTA,1994,ODILE,1990,pacific,29,35,3133.7,3292.0,2.601,4.0465,2.0157,3.3713,4.0465,3.3713,510.96,513.51,0.1631
EP072001,EP031949,FLOSSIE,2001,UNNAMED,1949,pacific,28,25,1754.5,1751.1,3.4463,4.2162,3.2472,3.8278,4.2162,3.8278,511.99,512.36,0.2924
EP031966,EP062011,CONNIE,1966,FERNANDA,2011,pacific,39,29,3671.0,3070.1,2.2551,2.6547,2.0341,2.0869,2.6547,2.0869,512.16,512.91,0.1668
EP171984,EP071984,POLO,1984,GENEVIEVE,1984,pacific,31,30,2879.2,2415.4,2.9165,2.953,2.5596,2.2128,2.953,2.5596,512.34,511.99,0.2121
EP092011,EP151991,HILARY,2011,MARTY,1991,pacific,50,45,3814.6,3787.0,3.078,3.5044,2.4882,2.9298,3.5044,2.9298,513.21,513.21,0.1355
EP102006,EP081980,ILEANA,2006,HOWARD,1980,pacific,32,30,2634.7,2637.3,2.4888,2.8224,2.0755,2.0695,2.8224,2.0755,513.28,516.08,0.1948
EP102004,EP061997,GEORGETTE,2004,DOLORES,1997,pacific,33,30,4364.6,4000.0,2.4515,2.7788,2.0278,2.0358,2.7788,2.0358,513.32,513.34,0.1283
AL071867,AL011923,UNNAMED,1867,UNNAMED,1923,atlantic,34,28,2945.1,3268.7,2.6537,2.8331,2.296,2.1832,2.8331,2.296,513.52,517.18,0.1744
EP041988,EP162009,DANIEL,1988,MARTY,2009,pacific,30,30,2815.9,2360.6,2.7609,2.8212,2.255,2.051,2.8212,2.255,514.47,514.5,0.2179
AL182011,AL101943,RINA,2011,UNNAMED,1943,atlantic,31,26,1667.2,1658.5,3.2447,5.2887,2.8272,4.4117,5.2887,4.4117,514.48,515.15,0.3102
EP121983,EP051973,LORENA,1983,EMILY,1973,pacific,34,27,2949.9,3038.9,2.3156,2.8746,2.0636,2.0982,2.8746,2.0982,514.5,513.38,0.1744
AL061909,AL091887,UNNAMED,1909,UNNAMED,1887,atlantic,34,47,4698.2,4967.3,2.424,2.8733,2.0267,2.1342,2.8733,2.1342,514.8,514.97,0.1096
EP081980,EP111995,HOWARD,1980,JULIETTE,1995,pacific,30,41,2637.3,2380.4,2.8224,4.4299,2.0695,3.7224,4.4299,3.7224,514.96,517.11,0.2163
EP121970,EP121989,LORRAINE,1970,ISMAEL,1989,pacific,47,45,5151.9,4643.8,2.4018,2.6377,2.1198,2.0802,2.6377,2.1198,515.22,517.14,0.1109
AL071951,AL022008,FOX,1951,BERTHA,2008,atlantic,35,74,9211.5,9967.2,3.0585,5.3617,2.4731,4.4096,5.3617,4.4096,515.23,533.57,0.0559
EP131971,EP111995,MONICA,1971,JULIETTE,1995,pacific,29,41,1786.1,2380.4,2.8781,4.4299,2.2595,3.7224,4.4299,3.7224,515.25,518.3,0.2885
EP052002,EP041966,DOUGLAS,2002,DOLORES,1966,pacific,27,38,3731.9,4065.1,2.5075,3.6252,2.0927,2.7822,3.6252,2.7822,515.4,517.04,0.1381
AL011861,AL021943,UNNAMED,1861,UNNAMED,1943,atlantic,28,26,3003.5,3415.3,2.7822,2.8551,2.1007,2.3126,2.8551,2.3126,515.47,513.95,0.1716
EP031975,EP191982,CARLOTTA,1975,TARA,1982,pacific,35,27,3223.3,3357.3,2.2725,2.8328,2.0371,2.1091,2.8328,2.1091,515.48,514.23,0.1599
EP082008,EP051968,GENEVIEVE,2008,ESTELLE,1968,pacific,40,33,4342.9,4290.3,2.2337,2.3602,2.0577,2.1319,2.3602,2.1319,515.54,514.86,0.1202
EP181970,EP142007,SELMA,1970,JULIETTE,2007,pacific,29,25,1775.3,1848.4,3.8382,4.2564,3.6881,3.7835,4.2564,3.7835,515.94,515.55,0.2906
EP051995,EP152007,DALILA,1995,KIKO,2007,pacific,36,50,2395.2,3113.0,2.7656,3.8251,2.2575,3.5294,3.8251,3.5294,516.29,514.52,0.2156
AL142011,AL011963,MARIA,2011,ARLENE,1963,atlantic,42,43,7039.7,6706.8,2.8539,3.1704,2.262,2.5347,3.1704,2.5347,516.55,561.35,0.077
EP202009,EP212014,RICK,2009,VANCE,2014,pacific,27,27,2786.8,2503.4,3.1735,3.6423,2.702,3.1069,3.6423,3.1069,516.9,517.02,0.2065
AL071921,AL011987,UNNAMED,1921,UNNAMED,1987,atlantic,28,31,2407.2,2266.1,2.6361,6.5419,2.2139,5.6844,6.5419,5.6844,517.29,516.96,0.2283
EP012003,EP111968,ANDRES,2003,KATHLEEN,1968,pacific,28,41,4391.3,4830.7,2.1177,2.5014,2.024,2.0933,2.5014,2.0933,517.61,517.45,0.1179
EP031994,EP031971,CARLOTTA,1994,CARLOTTA,1971,pacific,29,27,3133.7,3215.9,2.601,2.8193,2.0157,2.0608,2.8193,2.0608,517.71,518.22,0.1652
EP102006,EP171987,ILEANA,2006,RAMON,1987,pacific,32,27,2634.7,2340.8,2.4888,2.8043,2.0755,2.0879,2.8043,2.0879,517.82,515.86,0.2212
EP032005,EP141971,CALVIN,2005,NANETTE,1971,pacific,30,27,3104.8,2785.4,2.7478,2.9325,2.3291,2.1728,2.9325,2.3291,518.15,518.24,0.186
EP181989,EP052015,OCTAVE,1989,DOLORES,2015,pacific,33,45,3136.5,3950.3,2.9085,3.4444,2.3092,2.9632,3.4444,2.9632,518.16,516.42,0.1652
EP102002,EP071990,HERNAN,2002,FAUSTO,1990,pacific,31,28,2759.0,2874.0,2.7955,2.8029,2.1277,2.0342,2.8029,2.1277,518.27,519.94,0.1878
AL091909,AL182005,UNNAMED,1909,RITA,2005,atlantic,35,36,3543.6,4042.9,2.8433,2.8927,2.1384,2.3709,2.8927,2.3709,518.35,520.43,0.1463
EP071994,EP062007,GILMA,1994,COSME,2007,pacific,40,42,6226.6,5906.2,2.619,2.7965,2.0863,2.0505,2.7965,2.0863,518.36,512.98,0.0878
EP161970,EP191984,PATRICIA,1970,SIMON,1984,pacific,31,33,3843.2,3895.8,2.5225,2.8192,2.0684,2.1999,2.8192,2.1999,519.48,518.92,0.1352
EP141970,EP082012,NORMA,1970,HECTOR,2012,pacific,25,35,1903.1,1887.5,2.7682,4.5223,2.253,3.8648,4.5223,3.8648,519.72,521.16,0.2753
AL051958,AL091887,ELLA,1958,UNNAMED,1887,atlantic,35,47,4739.1,4967.3,2.7804,2.8733,2.0502,2.1342,2.8733,2.1342,519.77,516.35,0.1097
EP102006,EP152001,ILEANA,2006,MANUEL,2001,pacific,32,31,2634.7,2919.0,2.4888,2.9444,2.0755,2.393,2.9444,2.393,519.89,519.2,0.1973
EP031965,EP081981,AVA,1965,HILARY,1981,pacific,25,29,2338.0,2505.9,2.305,2.736,2.0339,2.1001,2.736,2.1001,519.99,520.67,0.2224
EP021949,EP081996,UNNAMED,1949,ELIDA,1996,pacific,25,29,1932.2,1737.1,2.8231,3.2483,2.1257,2.5362,3.2483,2.5362,520.12,519.32,0.2994
EP041981,EP061992,DORA,1981,ESTELLE,1992,pacific,25,34,2550.6,3046.5,2.2209,2.9778,2.0216,2.2551,2.9778,2.2551,520.8,520.53,0.2042
EP061984,EP031949,FAUSTO,1984,UNNAMED,1949,pacific,27,25,1852.1,1751.1,2.8643,4.2162,2.1482,3.8278,4.2162,3.8278,520.83,520.02,0.2974
EP111993,EP231990,JOVA,1993,TRUDY,1990,pacific,32,67,2920.1,3867.9,2.2906,6.0575,2.0346,5.801,6.0575,5.801,520.89,522.7,0.1784
EP172013,EP182014,RAYMOND,2013,RACHEL,2014,pacific,48,36,3159.2,2266.9,5.3323,5.7717,4.6727,5.3855,5.7717,5.3855,520.9,523.44,0.2298
AL032004,AL041877,CHARLEY,2004,UNNAMED,1877,atlantic,30,61,5391.4,7200.6,2.8824,2.9966,2.2454,2.3916,2.9966,2.3916,521.0,520.44,0.0966
EP211990,EP161968,RACHEL,1990,PAULINE,1968,pacific,26,31,3194.3,2638.5,2.8494,2.8614,2.4273,2.1804,2.8614,2.4273,521.34,522.82,0.1976
EP191968,EP052002,TARA,1968,DOUGLAS,2002,pacific,33,27,3732.7,3731.9,2.4341,2.5075,2.0593,2.0927,2.5075,2.0927,521.79,527.47,0.1398
EP032005,EP231990,CALVIN,2005,TRUDY,1990,pacific,30,67,3104.8,3867.9,2.7478,6.0575,2.3291,5.801,6.0575,5.801,521.97,520.71,0.1681
EP131983,EP062012,MANUEL,1983,FABIO,2012,pacific,34,40,3296.2,3584.5,2.7713,3.0897,2.1528,2.484,3.0897,2.484,522.09,521.51,0.1584
AL052005,AL072012,EMILY,2005,HELENE,2012,atlantic,45,38,6619.0,6462.7,2.7629,2.993,2.0527,2.1979,2.993,2.1979,522.62,522.19,0.0809
AL021916,AL011953,UNNAMED,1916,ALICE,1953,atlantic,51,53,3430.4,3423.2,3.7624,5.3557,3.145,4.9093,5.3557,4.9093,522.69,521.31,0.1527
EP081998,EP141997,GEORGETTE,1998,LINDA,1997,pacific,26,34,2484.7,2843.1,2.7905,2.7992,2.0273,2.0408,2.7992,2.0408,522.88,520.83,0.2104
EP071978,EP191982,GILMA,1978,TARA,1982,pacific,29,27,3515.2,3357.3,2.737,2.8328,2.2197,2.1091,2.8328,2.2197,523.73,523.16,0.156
EP161983,EP021949,PRISCILLA,1983,UNNAMED,1949,pacific,26,25,2463.9,1932.2,2.6211,2.8231,2.1439,2.1257,2.8231,2.1439,523.75,523.25,0.2711
AL021895,AL011917,UNNAMED,1895,UNNAMED,1917,atlantic,36,33,4597.7,4454.7,2.738,2.8545,2.0165,2.0615,2.8545,2.0615,523.92,524.02,0.1176
EP041953,EP111995,UNNAMED,1953,JULIETTE,1995,pacific,25,41,1778.2,2380.4,2.8063,4.4299,2.0843,3.7224,4.4299,3.7224,524.23,523.77,0.2948
EP032005,EP152001,CALVIN,2005,MANUEL,2001,pacific,30,31,3104.8,2919.0,2.7478,2.9444,2.3291,2.393,2.9444,2.393,524.32,527.61,0.1796
EP031995,EP121989,BARBARA,1995,ISMAEL,1989,pacific,42,45,4513.7,4643.8,2.2179,2.6377,2.014,2.0802,2.6377,2.0802,524.36,527.05,0.1162
EP141971,EP241990,NANETTE,1971,VANCE,1990,pacific,27,41,2785.4,2560.8,2.9325,5.5842,2.1728,4.6126,5.5842,4.6126,524.43,523.81,0.2048
EP071978,EP111975,GILMA,1978,KATRINA,1975,pacific,29,37,3515.2,3428.8,2.737,2.8206,2.2197,2.1006,2.8206,2.2197,524.86,522.63,0.1531
EP072011,EP111975,GREG,2011,KATRINA,1975,pacific,26,37,3069.5,3428.8,2.2809,2.8206,2.0218,2.1006,2.8206,2.1006,525.01,529.53,0.171
EP072013,EP062005,GIL,2013,FERNANDA,2005,pacific,32,33,3328.6,3080.7,2.1258,2.6255,2.0595,2.0943,2.6255,2.0943,525.31,524.14,0.1705
EP171986,EP161982,ROSLYN,1986,PAUL,1982,pacific,28,47,3409.7,3682.7,3.0195,3.0828,2.5624,2.5545,3.0828,2.5624,525.37,524.6,0.1541
EP071987,EP152001,GREG,1987,MANUEL,2001,pacific,28,31,2828.1,2919.0,2.6188,2.9444,2.1336,2.393,2.9444,2.393,526.18,525.8,0.1861
EP031994,EP191982,CARLOTTA,1994,TARA,1982,pacific,29,27,3133.7,3357.3,2.601,2.8328,2.0157,2.1091,2.8328,2.1091,526.72,528.55,0.1681
AL101984,AL061897,DIANA,1984,UNNAMED,1897,atlantic,33,36,3383.2,3954.8,4.6905,5.3181,4.2191,4.9004,5.3181,4.9004,527.09,538.21,0.1558
AL011910,AL011928,UNNAMED,1910,UNNAMED,1928,atlantic,27,46,3792.6,4365.8,2.8,3.3558,2.1252,2.5811,3.3558,2.5811,527.21,526.26,0.139
EP101980,EP101968,JAVIER,1980,JOANNE,1968,pacific,26,29,2812.3,3420.8,2.6574,3.1184,2.0604,2.2374,3.1184,2.2374,527.86,528.23,0.1877
EP101972,EP141967,JOANNE,1972,OLIVIA,1967,pacific,29,37,2978.3,2259.8,2.7894,2.9693,2.1554,2.6987,2.9693,2.6987,527.93,529.49,0.2336
EP102006,EP091995,ILEANA,2006,HENRIETTE,1995,pacific,32,29,2634.7,2968.8,2.4888,3.0336,2.0755,2.1887,3.0336,2.1887,528.1,528.67,0.2004
AL091880,AL101924,UNNAMED,1880,UNNAMED,1924,atlantic,25,40,3262.5,3359.3,4.5916,5.6083,3.999,5.0301,5.6083,5.0301,528.14,529.28,0.1619
AL111972,AL101984,CARRIE,1972,DIANA,1984,atlantic,29,33,2848.5,3383.2,2.944,4.6905,2.433,4.2191,4.6905,4.2191,528.46,527.55,0.1855
EP021949,EP061984,UNNAMED,1949,FAUSTO,1984,pacific,25,27,1932.2,1852.1,2.8231,2.8643,2.1257,2.1482,2.8643,2.1482,528.76,528.36,0.2855
EP081978,EP071978,HECTOR,1978,GILMA,1978,pacific,32,29,3427.7,3515.2,2.6082,2.737,2.0779,2.2197,2.737,2.2197,528.81,528.5,0.1543
EP172013,EP241990,RAYMOND,2013,VANCE,1990,pacific,48,41,3159.2,2560.8,5.3323,5.5842,4.6727,4.6126,5.5842,4.6727,528.87,527.96,0.2065
EP101975,EP111975,JEWEL,1975,KATRINA,1975,pacific,31,37,3215.6,3428.8,2.332,2.8206,2.0541,2.1006,2.8206,2.1006,528.9,529.48,0.1645
EP122014,EP061965,LOWELL,2014,DOREEN,1965,pacific,48,41,3565.1,4340.2,2.8785,3.5006,2.1067,3.1705,3.5006,3.1705,529.08,529.13,0.1484
AL041990,AL102015,CESAR,1990,IDA,2015,atlantic,31,51,3380.3,4358.3,3.9052,5.6136,2.8955,4.8217,5.6136,4.8217,529.14,528.71,0.1565
EP072001,EP142014,FLOSSIE,2001,NORBERT,2014,pacific,28,35,1754.5,2287.0,3.4463,4.6331,3.2472,4.3671,4.6331,4.3671,529.26,529.11,0.3017
EP111973,EP081997,KATHERINE,1973,FELICIA,1997,pacific,39,33,4495.6,4583.4,2.4696,2.5145,2.0911,2.0536,2.5145,2.0911,529.89,535.23,0.1179
EP121993,EP041966,KENNETH,1993,DOLORES,1966,pacific,50,38,3830.2,4065.1,2.7141,3.6252,2.1322,2.7822,3.6252,2.7822,530.2,531.22,0.1384
AL021920,AL051898,UNNAMED,1920,UNNAMED,1898,atlantic,30,43,3892.6,4101.3,2.6879,2.8369,2.1097,2.187,2.8369,2.187,530.21,531.41,0.1362
AL021895,AL071892,UNNAMED,1895,UNNAMED,1892,atlantic,36,45,4597.7,4792.8,2.738,2.7889,2.0165,2.023,2.7889,2.023,530.26,526.97,0.1153
AL131981,AL032012,EMILY,1981,CHRIS,2012,atlantic,47,31,4292.5,5195.0,5.3812,6.0734,5.2018,5.2153,6.0734,5.2153,530.33,535.04,0.1235
EP101982,EP092007,JOHN,1982,FLOSSIE,2007,pacific,35,32,4162.5,3900.1,2.324,2.4985,2.0184,2.0438,2.4985,2.0438,530.52,528.99,0.136
EP151968,EP191990,ORLA,1968,ODILE,1990,pacific,35,35,3312.7,3292.0,2.151,4.0465,2.0395,3.3713,4.0465,3.3713,530.6,530.48,0.1612
EP032011,EP172014,CALVIN,2011,POLO,2014,pacific,29,44,2472.4,3352.7,2.7811,2.944,2.2133,2.3793,2.944,2.3793,530.85,530.31,0.2147
AL021975,AL062005,AMY,1975,FRANKLIN,2005,atlantic,31,37,3932.8,4255.8,3.0228,3.576,2.4158,2.8945,3.576,2.8945,531.22,528.17,0.1351
EP032004,EP062006,BLAS,2004,EMILIA,2006,pacific,28,41,2945.4,3547.6,2.9286,3.0499,2.4932,2.4644,3.0499,2.4932,531.24,530.39,0.1804
EP041953,EP012011,UNNAMED,1953,ADRIAN,2011,pacific,25,30,1778.2,2275.3,2.8063,3.1479,2.0843,2.6988,3.1479,2.6988,531.77,530.81,0.299
AL011994,AL052010,ALBERTO,1994,FIVE,2010,atlantic,32,32,2008.9,2334.4,5.0954,6.0259,4.3903,5.2972,6.0259,5.2972,531.84,531.48,0.2647
EP111995,EP112012,JULIETTE,1995,KRISTY,2012,pacific,41,33,2380.4,2644.4,4.4299,5.4589,3.7224,4.2784,5.4589,4.2784,531.85,530.8,0.2234
EP091971,EP092011,ILSA,1971,HILARY,2011,pacific,35,50,3497.7,3814.6,2.876,3.078,2.1304,2.4882,3.078,2.4882,531.92,535.48,0.1521
AL041951,AL021933,CHARLIE,1951,UNNAMED,1933,atlantic,52,53,6103.1,6837.5,2.3552,2.9188,2.018,2.1956,2.9188,2.1956,532.12,533.89,0.0872
AL021903,AL021933,UNNAMED,1903,UNNAMED,1933,atlantic,43,53,6318.1,6837.5,2.6122,2.9188,2.097,2.1956,2.9188,2.1956,532.32,539.24,0.0843
AL081889,AL141999,UNNAMED,1889,JOSE,1999,atlantic,29,34,4406.7,4682.3,2.7691,2.887,2.1342,2.3361,2.887,2.3361,532.76,531.67,0.1209
EP132013,EP152005,MANUEL,2013,OTIS,2005,pacific,26,31,1459.5,1807.8,3.1153,4.9107,2.5352,4.023,4.9107,4.023,533.02,532.67,0.3652
AL061909,AL131967,UNNAMED,1909,BEULAH,1967,atlantic,34,70,4698.2,5397.3,2.424,3.5721,2.0267,2.88,3.5721,2.88,533.28,531.62,0.1135
EP041992,EP181985,CELIA,1992,SANDRA,1985,pacific,50,46,4767.8,4778.5,2.7584,2.8266,2.1205,2.2004,2.8266,2.2004,533.32,535.41,0.1119
EP052011,EP181985,EUGENE,2011,SANDRA,1985,pacific,44,46,4964.3,4778.5,2.3789,2.8266,2.0682,2.2004,2.8266,2.2004,534.32,533.01,0.1118
EP091998,EP181985,HOWARD,1998,SANDRA,1985,pacific,40,46,4244.9,4778.5,2.7162,2.8266,2.1645,2.2004,2.8266,2.2004,534.42,534.34,0.1259
AL081961,AL131949,GERDA,1961,UNNAMED,1949,atlantic,28,35,4858.4,4582.4,2.8555,5.1408,2.2026,4.625,5.1408,4.625,534.44,546.78,0.1166
AL091999,AL031950,GERT,1999,CHARLIE,1950,atlantic,49,61,6981.1,7093.4,2.8294,3.752,2.2817,3.1622,3.752,3.1622,534.51,536.17,0.0766
EP011980,EP191990,AGATHA,1980,ODILE,1990,pacific,28,35,3081.2,3292.0,3.1158,4.0465,2.3249,3.3713,4.0465,3.3713,535.1,534.9,0.1737
EP101980,EP071990,JAVIER,1980,FAUSTO,1990,pacific,26,28,2812.3,2874.0,2.6574,2.8029,2.0604,2.0342,2.8029,2.0604,535.76,534.62,0.1905
EP111993,EP092011,JOVA,1993,HILARY,2011,pacific,32,50,2920.1,3814.6,2.2906,3.078,2.0346,2.4882,3.078,2.4882,536.28,537.85,0.1837
AL171980,AL172008,UNNAMED,1980,PALOMA,2008,atlantic,25,35,2215.8,2803.1,2.7255,5.5955,2.211,4.4116,5.5955,4.4116,536.48,535.69,0.2421
EP051951,EP092011,UNNAMED,1951,HILARY,2011,pacific,29,50,3882.8,3814.6,2.3032,3.078,2.0438,2.4882,3.078,2.4882,536.91,535.19,0.1408
AL021884,AL131978,UNNAMED,1884,FLOSSIE,1978,atlantic,56,50,6707.0,8121.3,3.149,4.3785,2.5971,3.7088,4.3785,3.7088,537.03,534.44,0.0801
EP041981,EP141997,DORA,1981,LINDA,1997,pacific,25,34,2550.6,2843.1,2.2209,2.7992,2.0216,2.0408,2.7992,2.0408,537.15,537.72,0.2106
EP081993,EP081976,GREG,1993,HYACINTH,1976,pacific,56,31,4354.3,4452.1,2.5891,3.166,2.2162,2.5432,3.166,2.5432,537.36,536.78,0.1234
EP101970,EP031984,JOYCE,1970,CRISTINA,1984,pacific,25,36,1771.5,2384.8,2.3989,3.018,2.0277,2.2487,3.018,2.2487,537.76,537.48,0.3036
EP032005,EP021983,CALVIN,2005,BARBARA,1983,pacific,30,38,3104.8,3112.4,2.7478,3.1154,2.3291,2.2504,3.1154,2.3291,537.83,537.65,0.1732
EP081954,EP031984,UNNAMED,1954,CRISTINA,1984,pacific,27,36,2334.9,2384.8,2.7349,3.018,2.1917,2.2487,3.018,2.2487,537.86,537.61,0.2304
EP092000,EP211992,GILMA,2000,SEYMOUR,1992,pacific,25,40,2151.0,2673.6,2.8266,2.8555,2.0738,2.4057,2.8555,2.4057,537.93,537.47,0.2501
AL021868,AL012001,UNNAMED,1868,ALLISON,2001,atlantic,29,57,4243.3,4677.1,2.6337,5.8775,2.0479,5.0172,5.8775,5.0172,538.04,538.0,0.1268
EP111993,EP151991,JOVA,1993,MARTY,1991,pacific,32,45,2920.1,3787.0,2.2906,3.5044,2.0346,2.9298,3.5044,2.9298,538.39,536.49,0.1844
EP081980,EP072007,HOWARD,1980,DALILA,2007,pacific,30,34,2637.3,2513.5,2.8224,2.8999,2.0695,2.3392,2.8999,2.3392,538.5,538.61,0.2142
AL041865,AL021950,UNNAMED,1865,BAKER,1950,atlantic,37,60,5093.3,5607.3,2.7947,3.0523,2.1844,2.4276,3.0523,2.4276,538.55,537.62,0.1057
AL051958,AL131967,ELLA,1958,BEULAH,1967,atlantic,35,70,4739.1,5397.3,2.7804,3.5721,2.0502,2.88,3.5721,2.88,538.79,540.76,0.1137
AL151936,AL071961,UNNAMED,1936,FRANCES,1961,atlantic,28,41,4158.7,5260.3,2.7267,3.1045,2.2993,2.659,3.1045,2.659,539.16,537.5,0.1296
EP151990,EP092012,LOWELL,1990,ILEANA,2012,pacific,36,47,4377.3,4321.6,2.2636,2.9081,2.0759,2.1872,2.9081,2.1872,539.46,539.9,0.1248
EP071990,EP151985,FAUSTO,1990,OLAF,1985,pacific,28,38,2874.0,3777.1,2.8029,2.9436,2.0342,2.377,2.9436,2.377,539.62,537.14,0.1878
EP141970,EP132003,NORMA,1970,MARTY,2003,pacific,25,31,1903.1,2213.3,2.7682,4.7409,2.253,4.1061,4.7409,4.1061,539.7,538.29,0.2836
AL171933,AL252005,UNNAMED,1933,WILMA,2005,atlantic,33,47,4589.4,5648.5,3.0504,3.9461,2.2551,3.6028,3.9461,3.6028,540.74,539.2,0.1178
EP031949,EP092013,UNNAMED,1949,IVO,2013,pacific,25,31,1751.1,2188.1,4.2162,4.3133,3.8278,3.5845,4.3133,3.8278,541.23,540.68,0.3091
AL011964,AL021886,UNNAMED,1964,UNNAMED,1886,atlantic,38,33,4310.8,4247.5,2.6589,2.7017,2.1982,2.1027,2.7017,2.1982,541.65,542.06,0.1275
AL071944,AL021879,UNNAMED,1944,UNNAMED,1879,atlantic,32,32,5751.1,6010.8,3.0256,3.0799,2.3227,2.3144,3.0799,2.3227,541.85,538.6,0.0942
AL041922,AL221971,UNNAMED,1922,LAURA,1971,atlantic,46,39,2497.2,2451.4,2.924,5.4142,2.2267,4.5027,5.4142,4.5027,542.03,541.74,0.2211
EP031991,EP081991,CARLOS,1991,GUILLERMO,1991,pacific,45,28,4480.9,3900.0,2.2153,2.2427,2.0679,2.0199,2.2427,2.0679,542.45,541.19,0.1391
EP081991,EP021969,GUILLERMO,1991,BERNICE,1969,pacific,28,33,3900.0,3454.0,2.2427,2.6418,2.0199,2.1403,2.6418,2.1403,542.49,542.51,0.1571
AL041887,AL041917,UNNAMED,1887,UNNAMED,1917,atlantic,37,43,5051.9,4830.6,2.8016,3.1971,2.2918,2.6686,3.1971,2.6686,543.27,544.92,0.1125
EP021999,EP191982,BEATRIZ,1999,TARA,1982,pacific,32,27,3468.8,3357.3,2.5217,2.8328,2.0478,2.1091,2.8328,2.1091,543.33,541.58,0.1618
EP141970,EP142014,NORMA,1970,NORBERT,2014,pacific,25,35,1903.1,2287.0,2.7682,4.6331,2.253,4.3671,4.6331,4.3671,543.45,543.08,0.2856
EP131985,EP041979,MARTY,1985,DOLORES,1979,pacific,29,27,2793.0,3344.6,2.6219,2.8028,2.0863,2.0829,2.8028,2.0863,543.93,546.29,0.1947
EP172000,EP072007,OLIVIA,2000,DALILA,2007,pacific,32,34,1858.6,2513.5,2.7196,2.8999,2.0964,2.3392,2.8999,2.3392,544.6,543.21,0.293
AL182005,AL051985,RITA,2005,ELENA,1985,atlantic,36,33,4042.9,3913.5,2.8927,4.73,2.3709,4.3935,4.73,4.3935,545.26,544.76,0.1393
AL081886,AL071958,UNNAMED,1886,GERDA,1958,atlantic,36,34,4031.6,4666.2,2.7199,2.9766,2.3174,2.5708,2.9766,2.5708,545.36,546.09,0.1353
AL181887,AL211976,UNNAMED,1887,HOLLY,1976,atlantic,26,26,5089.8,4339.5,3.0323,3.0451,2.5917,2.2585,3.0451,2.5917,545.93,544.9,0.1258
EP042006,EP191968,CARLOTTA,2006,TARA,1968,pacific,33,33,3342.9,3732.7,2.2134,2.4341,2.0248,2.0593,2.4341,2.0593,546.02,544.85,0.1633
EP051966,EP211992,EILEEN,1966,SEYMOUR,1992,pacific,25,40,2426.8,2673.6,2.6612,2.8555,2.2814,2.4057,2.8555,2.4057,546.22,544.62,0.2251
AL031982,AL011998,BERYL,1982,ALEX,1998,atlantic,37,26,4485.4,3916.8,2.037,2.6073,2.0181,2.0595,2.6073,2.0595,546.55,544.08,0.1395
EP092007,EP121985,FLOSSIE,2007,LINDA,1985,pacific,32,42,3900.1,4011.0,2.4985,2.7832,2.0438,2.0949,2.7832,2.0949,546.99,545.52,0.1403
EP021981,EP111983,BEATRIZ,1981,KIKO,1983,pacific,25,36,2604.3,2531.4,2.8132,2.8347,2.1105,2.0963,2.8347,2.1105,547.06,544.91,0.2161
EP021969,EP041983,BERNICE,1969,DALILIA,1983,pacific,33,26,3454.0,3053.3,2.6418,2.6498,2.1403,2.0481,2.6498,2.1403,547.34,549.5,0.1793
EP091972,EP011985,IVA,1972,ANDRES,1985,pacific,33,27,2969.9,3111.4,2.7878,2.8576,2.1127,2.3069,2.8576,2.3069,548.05,551.06,0.1845
EP042013,EP031974,DALILA,2013,CONNIE,1974,pacific,40,61,2195.3,3047.1,4.8817,6.0068,4.3965,5.3342,6.0068,5.3342,548.08,547.5,0.2497
EP071984,EP212014,GENEVIEVE,1984,VANCE,2014,pacific,30,27,2415.4,2503.4,2.953,3.6423,2.2128,3.1069,3.6423,3.1069,549.54,551.94,0.2275
EP011973,EP031998,AVA,1973,BLAS,1998,pacific,43,36,4230.9,4293.6,2.6463,2.6671,2.2613,2.0317,2.6671,2.2613,549.55,548.81,0.1299
EP071987,EP171987,GREG,1987,RAMON,1987,pacific,28,27,2828.1,2340.8,2.6188,2.8043,2.1336,2.0879,2.8043,2.1336,549.57,552.29,0.2348
AL071879,AL031895,UNNAMED,1879,UNNAMED,1895,atlantic,25,39,4439.6,5138.5,2.9643,3.1572,2.375,3.0425,3.1572,3.0425,550.14,550.86,0.1239
EP071978,EP082005,GILMA,1978,HILARY,2005,pacific,29,34,3515.2,3819.8,2.737,2.7923,2.2197,2.0646,2.7923,2.2197,550.18,550.33,0.1565
